абақоңыр	Adjective
абақты	Adjective
абақты	Noun
абақы	Noun
аббар	Adverb
аббат	Noun
аббатиса	Noun
аббаттық	Noun
аббревиатура	Noun
аббревиация	Noun
абгора	Noun
абда	Adjective
абдан	Noun
абданлық	Noun
абдаста	Noun
абдикация	Noun
абдомен	Noun
абдоминалдық	Adjective
абдуктор	Noun
абдукция	Noun
абдукциялық	Adjective
абдыра	Noun
абдыра	Verb
абдырадай	Adjective
абдырас	Verb
абдырауық	Adjective
абдырағыш	Adjective
абдыраңқыра	Verb
абдырия	Noun
аберрация	Noun
абжауқын	Adjective
абжауқын	Adverb
абзал	Adjective
абзалдық	Noun
абзац	Noun
абзел	Noun
абиотикалық	Adjective
абиссаль	Adjective
абляция	Noun
аболиционист	Noun
абонемент	Noun
абонент	Noun
абоненттік	Adjective
абориген	Noun
аборт	Noun
абразия	Noun
абрис	Noun
абсент	Noun
абсентеизм	Noun
абсолют	Noun
абсолютивті	Adjective
абсолютизм	Noun
абсолютті	Adjective
абсолютті	Adverb
абсолюттік	Adjective
абсорбент	Adjective
абсорбент	Noun
абсорбциялан	Verb
абстракт	Noun
абстрактты	Adjective
абстрактылық	Noun
абстрактілі	Adjective
абстрактілік	Adjective
абстракция	Noun
абстракциялау	Noun
абстстракционизм	Noun
абсурд	Noun
абсурдтық	Adjective
абсцисса	Noun
абыз	Noun
абырж	Verb
абыржу	Noun
абыржушылық	Noun
абыржы	Verb
абыржымастан	Adverb
абыржыған	Adverb
абырой	Noun
абыройлы	Adjective
абыройлы	Adverb
абыройлылық	Noun
абыройсыз	Adjective
абысын	Noun
авангард	Noun
авангардизм	Noun
аванзал	Noun
аванпорт	Noun
аванпост	Noun
аванс	Noun
авансылау	Noun
авантюризм	Noun
авантюрист	Noun
авария	Noun
авгит	Noun
авгур	Noun
август	Noun
авеню	Noun
авиабайланыс	Noun
авиабағдаршам	Noun
авиабилет	Noun
авиадесант	Noun
авиажелі	Noun
авиазауыт	Noun
авиаклуб	Noun
авиакөкжиек	Noun
авиалайнер	Noun
авиамектеп	Noun
авиамоделизм	Noun
авиамодельші	Noun
авиамотор	Noun
авиапочта	Noun
авиаспорт	Noun
авиаспортшы	Noun
авиатор	Noun
авиахабарлама	Noun
авиация	Noun
авиациялық	Adjective
авиашапқын	Noun
авиақоректендіру	Noun
авиақұрылыс	Noun
авилайнер	Noun
авокадо	Noun
аврал	Noun
аврикула	Noun
автаркия	Noun
автаркты	Adjective
авто	Noun
автоара	Noun
автоаудармашы	Noun
автоағаштасығыш	Noun
автобақылау	Noun
автобекет	Noun
автобус	Noun
автобөлшек	Noun
автовокзал	Noun
автовус	Noun
автогамия	Noun
автоген	Noun
автогенші	Noun
автодинамикалық	Adjective
автодром	Noun
автодүкен	Noun
автожол	Noun
автозауыт	Noun
автоклав	Noun
автокран	Noun
автократ	Noun
автократия	Noun
автокөлік	Noun
автокөлікті	Adjective
автолитография	Noun
автомагистраль	Noun
автомат	Noun
автоматизация	Noun
автоматизм	Noun
автоматтандыр	Verb
автоматтандыру	Noun
автоматты	Adjective
автоматты	Noun
автоматша	Adverb
автоматшы	Noun
автомеханик	Noun
автомобилизм	Noun
автомобиль	Noun
автомобильдік	Adjective
автомобильші	Noun
автомоделизм	Noun
автоморфизм	Noun
автоморфты	Adjective
автомотоклуб	Noun
автомұнара	Noun
автонауа	Noun
автономия	Noun
автономиялық	Adjective
автопісіруші	Noun
автор	Noun
автореферат	Noun
авторизация	Noun
авторитаризм	Noun
авторитарлық	Adjective
авторластыр	Verb
авторластыру	Noun
авторлық	Adjective
автосауғыш	Noun
автосервис	Noun
автоспорт	Noun
автосуару	Noun
автосуарғыш	Noun
автосуат	Noun
автотаразы	Noun
автотежеуіш	Noun
автотиеуіш	Noun
автотипия	Noun
автотранспорт	Noun
автотрансформатор	Noun
автотрофты	Adjective
автотуризм	Noun
автотіркеме	Noun
автотіркес	Noun
автотіркеуіш	Noun
автотүсіргі	Noun
автотұрақ	Noun
автофургон	Noun
автошабандоз	Noun
автошана	Noun
автошеберхана	Noun
автошығыр	Noun
автоэкология	Noun
автоқалам	Noun
автоқұрылыс	Noun
агат	Noun
агглютинативті	Adjective
агглютинация	Noun
аггрегат	Noun
агент	Noun
агенттік	Noun
агиографикалық	Adjective
агиография	Noun
агитацияла	Verb
агломерат	Noun
агломерация	Noun
агнозия	Noun
агностик	Noun
агностицизм	Noun
агония	Noun
агониялы	Adjective
агора	Noun
агорафобия	Noun
аграрлы	Adjective
аграрлық	Adjective
агрегат	Noun
агреман	Noun
агрессивті	Adjective
агрессивті	Adverb
агрессивтілік	Noun
агрессия	Noun
агрессияшылдық	Noun
агрессор	Noun
агробақылау	Noun
агробиология	Noun
агроегіншілік	Noun
агроереже	Noun
агрокешен	Noun
агроклиматтық	Adjective
агрометеорология	Noun
агроном	Noun
агрономия	Noun
агрооқыту	Noun
агропункт	Noun
агротехникалық	Adjective
агротәсіл	Noun
агрохимия	Noun
агрошара	Noun
агроэкология	Noun
агроғылым	Noun
агроөнеркәсіп	Noun
агроөнеркәсіптік	Adjective
ада	Noun
адал	Adverb
адал	Noun
адалбақан	Noun
адалда	Verb
адалдау	Noun
адалдылық	Noun
адалдық	Noun
адалсын	Verb
адам	Noun
адамантты	Adjective
адамгершілік	Noun
адамгершіліксіз	Adjective
адамгершіліксіздік	Noun
адамгершілікті	Adverb
адамдық	Noun
адамзат	Noun
адамзаттық	Adjective
адамзаттық	Adverb
адами	Adjective
адамсын	Verb
адамсүйгіштік	Noun
адамтамыр	Noun
адамша	Adverb
адамшылық	Noun
адаптация	Noun
адаптер	Noun
адас	Verb
адасушылық	Noun
адасқандық	Noun
адақ	Adverb
адақта	Verb
адвербиалдану	Noun
адвербиальді	Adjective
адвокат	Noun
адвокаттық	Noun
аддендум	Noun
адекваттық	Adjective
адекваттық	Noun
аденин	Noun
аденозин	Noun
аденома	Noun
аденопатия	Noun
адиабаталық	Adjective
адипоцит	Noun
администратор	Noun
адмирал	Noun
адреналин	Noun
адрес	Noun
адресат	Noun
адрестелген	Adjective
адрестік	Adjective
адриатикалық	Adjective
адсорбент	Noun
адсорбция	Noun
адуынды	Adjective
адуындық	Noun
адъективті	Adjective
адым	Noun
адымда	Verb
адымдаушы	Adjective
адымдағыш	Adjective
адымөлшер	Noun
адыр	Noun
адырай	Verb
адырайлық	Noun
адыраспан	Noun
адырақ	Adjective
адыраңдық	Noun
адырлы	Adjective
адырна	Noun
адьютант	Noun
адюльтер	Noun
ажал	Noun
ажалды	Adjective
ажалсыз	Adjective
ажалсыз	Noun
ажалсыздық	Noun
ажар	Noun
ажарла	Verb
ажарлайтын	Adjective
ажарлан	Verb
ажарлаушы	Noun
ажарлы	Adjective
ажарлылық	Noun
ажарсыздық	Noun
аждаһа	Noun
ажуа	Noun
ажуала	Verb
ажуашыл	Adjective
ажыра	Verb
ажырайтындық	Noun
ажырас	Verb
ажырастыру	Noun
ажырат	Verb
ажырату	Noun
ажыратушы	Noun
ажыратыл	Verb
ажыратылған	Adjective
ажыратқы	Noun
ажыратқыш	Noun
ажырағысыз	Adjective
ажырым	Noun
ажырғы	Noun
аз	Adjective
аз	Adverb
аз	Noun
аз	Verb
азай	Verb
азайт	Verb
азайту	Noun
азайтылмайтын	Adjective
азайтқыш	Noun
азайғыш	Noun
азала	Verb
азалия	Noun
азамат	Noun
азаматтық	Adjective
азаматтық	Noun
азаматша	Noun
азаматшылық	Noun
азан	Noun
азанама	Noun
азаншы	Noun
азап	Noun
азапкер	Noun
азапта	Verb
азаптан	Verb
азаптау	Noun
азаптаушы	Noun
азапты	Adjective
азаптық	Noun
азарла	Verb
азарлау	Noun
азарлы	Adjective
азат	Adjective
азаткер	Noun
азаттық	Noun
азатшылық	Noun
азаю	Noun
азаюшылық	Noun
азаңғы	Adjective
азбан	Adjective
азбан	Noun
азбандық	Noun
аздап	Adverb
аздау	Adverb
аздаған	Adverb
аздыр	Verb
аздыратын	Adjective
аздыру	Noun
аздырушы	Noun
аздырушылық	Noun
азимут	Noun
азимуталды	Adjective
азиялық	Adjective
азиялық	Noun
азот	Noun
азотты	Adjective
азошәует	Noun
азсынушылық	Noun
азсынған	Adjective
азу	Adjective
азу	Noun
азулы	Adjective
азулылық	Noun
азурит	Noun
азусыздық	Noun
азшылық	Noun
азына	Verb
азынақ	Noun
азық	Noun
азықбулауыш	Noun
азықжуғыш	Noun
азықтан	Verb
азықтандыр	Verb
азықтық	Adjective
азықхана	Noun
азықцех	Noun
азған	Adjective
азғана	Adverb
азғантай	Adjective
азғантай	Adverb
азғын	Noun
азғындан	Verb
азғындау	Noun
азғындаушылық	Noun
азғындаған	Adjective
азғындық	Noun
азғыр	Verb
азғыру	Noun
азғырушы	Noun
азғырушылық	Noun
азғырғыш	Noun
ай	Noun
айбалта	Noun
айбар	Noun
айбарлы	Adverb
айбарлылық	Noun
айбат	Noun
айбаттық	Noun
айбын	Noun
айбындылық	Noun
айбынсыздық	Noun
айва	Noun
айгөлек	Noun
айда	Verb
айдала	Noun
айдалған	Adjective
айдам	Noun
айдамала	Verb
айдар	Noun
айдарлы	Adjective
айдарман	Noun
айдарша	Noun
айдаршық	Noun
айдаршөп	Noun
айдау	Noun
айдаушы	Noun
айдауыш	Noun
айдағыш	Noun
айдаһар	Noun
айдын	Noun
айдынды	Adjective
айкезбе	Noun
айла	Noun
айлакер	Adjective
айлакер	Noun
айлакерлік	Noun
айлала	Verb
айлалы	Adjective
айлалы	Noun
айлалылық	Noun
айлалық	Noun
айламен	Adverb
айландыру	Noun
айланыс	Noun
айлап	Adverb
айласыз	Adjective
айласыздық	Noun
айлақ	Noun
айлақта	Verb
айлақыл	Verb
айлақылан	Verb
айлы	Adjective
айлық	Adjective
айлық	Noun
аймала	Verb
аймалас	Verb
аймақ	Noun
аймақтау	Noun
аймақты	Adverb
айна	Noun
айнал	Verb
айнала	Adverb
айнала	Noun
айналайын	Noun
айналдыр	Verb
айналдыру	Noun
айналма	Noun
айналу	Noun
айналшықта	Verb
айналы	Adjective
айналым	Noun
айналымды	Adjective
айналымдылық	Noun
айналымдық	Adjective
айналыс	Noun
айналыс	Verb
айнаша	Noun
айны	Verb
айнымалы	Noun
айнымалылық	Noun
айнымас	Adjective
айныт	Verb
айнығыштық	Noun
айран	Noun
айрыл	Verb
айрылыс	Verb
айрықша	Adjective
айрықша	Adverb
айрықша	Noun
айрықшалық	Noun
айсберг	Noun
айсыз	Adjective
айт	Verb
айтарлықтай	Adjective
айтақ	Noun
айтақта	Verb
айтақтат	Verb
айтақшы	Noun
айтпа	Verb
айтпас	Adjective
айттыр	Verb
айту	Noun
айту	Verb
айтулы	Adjective
айтушы	Noun
айтыл	Verb
айтылған	Adjective
айтыс	Noun
айтыс	Verb
айтқыз	Verb
айтқысыз	Adjective
айуан	Noun
айуандарша	Adverb
айуандық	Adjective
айуандық	Noun
айуанша	Adverb
айшанақ	Noun
айшық	Noun
айшықтама	Noun
айшықты	Adjective
айшықтылық	Noun
айыл	Noun
айылбас	Noun
айылда	Verb
айылым	Noun
айып	Noun
айыпақы	Noun
айыпкер	Noun
айыпкерлік	Noun
айыппұл	Noun
айыпсыз	Adjective
айыпта	Verb
айыптайтын	Adjective
айыптал	Verb
айыптас	Noun
айыптат	Verb
айыптау	Noun
айыптаушы	Noun
айыптаушылық	Noun
айыпты	Adjective
айыпты	Noun
айыптылық	Noun
айыр	Noun
айыр	Verb
айырбас	Noun
айырбас	Verb
айырбаста	Verb
айырбасталмайтын	Adjective
айырбасталымды	Adjective
айырбастау	Noun
айырма	Noun
айырмашылық	Noun
айырмүйіз	Noun
айырмүіз	Noun
айырсадақ	Noun
айырт	Verb
айыру	Noun
айырушы	Noun
айыршық	Noun
айырыл	Verb
айырылу	Noun
айырылыс	Noun
айырылыс	Verb
айырылысу	Noun
айырым	Noun
айырымдау	Noun
айырымды	Adjective
айырыс	Verb
айырық	Noun
айырықсыз	Adjective
айырғы	Noun
айырғысыз	Adjective
айырғыш	Noun
айырқұйрық	Noun
айық	Adjective
айық	Verb
айықтыр	Verb
айықтырғыш	Noun
айыққан	Adjective
айғабақ	Noun
айғай	Noun
айғайла	Verb
айғайшы	Noun
айғайшыл	Adjective
айғақ	Noun
айғақсыз	Adjective
айғақсыздық	Noun
айғақта	Verb
айғыз	Noun
айғызда	Verb
айғыр	Noun
айқай	Noun
айқайла	Verb
айқайшылдық	Noun
айқар	Verb
айқас	Noun
айқас	Verb
айқасатын	Adjective
айқаспа	Noun
айқастыр	Verb
айқын	Adjective
айқын	Adverb
айқында	Verb
айқындал	Verb
айқындалатын	Adjective
айқындама	Noun
айқындат	Verb
айқындауыш	Noun
айқындағыш	Noun
айқындық	Noun
айқыш	Noun
айқышта	Verb
академизм	Noun
академик	Noun
академия	Noun
академиялы	Adverb
академиялық	Adjective
академиялық	Noun
акант	Noun
аканта	Noun
аквабақ	Noun
аквамәдениет	Noun
акварель	Noun
аквариум	Noun
акватория	Noun
акведук	Noun
аквилон	Noun
акклиматизация	Noun
аккомпанемент	Noun
аккомпонемент	Noun
аккорд	Noun
аккордеон	Noun
аккордеоншы	Noun
аккредитация	Noun
аккредитив	Noun
аккредитте	Verb
аккредиттеу	Noun
аккреция	Noun
аккультурация	Noun
аккумулятор	Adjective
аккумулятор	Noun
аконит	Noun
акр	Noun
акрил	Noun
акробат	Noun
акробаттық	Adjective
акромегалия	Noun
акроним	Noun
акрополь	Noun
акросомды	Adjective
акселератор	Noun
акселерометр	Noun
аксельбант	Noun
аксессуар	Noun
аксиология	Noun
аксиома	Noun
аксиоматикалық	Adjective
аксонометрикалық	Adjective
акт	Noun
актер	Noun
актерлік	Adjective
актив	Noun
активтендір	Verb
активтендіру	Noun
активті	Adjective
актинидия	Noun
актриса	Noun
актуальды	Adjective
актуарлық	Adjective
актілік	Adjective
акула	Noun
акустика	Noun
акустикалық	Adjective
акушер	Noun
акушерка	Noun
акушерлік	Noun
акцент	Noun
акцентология	Noun
акцентте	Verb
акценттеу	Noun
акцентуация	Noun
акцепт	Noun
акцептор	Noun
акциз	Noun
акционер	Noun
акционерлік	Adjective
акция	Noun
ал	Verb
алабажақ	Adjective
алабажақ	Noun
алабота	Noun
алабүйі	Noun
алабұрт	Verb
алабұрту	Noun
алабұта	Noun
алабұға	Noun
алабөтендік	Noun
алайда	Adverb
алакөлеңке	Noun
алала	Verb
алалан	Verb
алалық	Noun
алалықсыз	Noun
аламан	Noun
аламандық	Noun
алан	Noun
аландық	Adjective
алап	Noun
алапа	Noun
алапат	Adjective
алапат	Noun
алапес	Noun
алар	Verb
аларман	Noun
аласа	Adjective
аласалық	Noun
аласапыран	Noun
аласар	Verb
аласату	Noun
аласпан	Noun
аласта	Verb
аластат	Verb
аласұр	Verb
аласұрт	Verb
аласұру	Noun
алатышқан	Noun
алатікен	Noun
алатұяқ	Noun
алау	Noun
алаула	Verb
алаулат	Verb
алаулы	Adjective
алауыз	Noun
алауыздық	Noun
алаша	Noun
алашордашыл	Noun
алаяқ	Noun
алаяқтық	Noun
алағаншықтан	Verb
алағат	Adjective
алақайла	Verb
алақан	Noun
алақандық	Adjective
алақол	Adjective
алақоржын	Noun
алақта	Verb
алақұмай	Noun
алақұрт	Noun
алаң	Noun
алаңда	Verb
алаңдай	Adverb
алаңдайтын	Adjective
алаңдат	Verb
алаңдатқан	Adjective
алаңдаулы	Adjective
алаңдаушылық	Noun
алаңсыздық	Noun
алаңша	Noun
алаңғасарлан	Verb
алаңғасарланып	Adverb
алаңғасарлық	Noun
алаңқай	Noun
алаөкпе	Noun
албаниялық	Adjective
албасты	Noun
албау	Noun
албыра	Verb
албырт	Adjective
албырт	Verb
албырттық	Noun
алгебра	Noun
алгебралық	Adjective
алгоритм	Noun
алгоритмдік	Adjective
алда	Adverb
алда	Verb
алдампаздық	Noun
алдамшы	Adjective
алдамшы	Adverb
алдамшы	Noun
алдан	Verb
алдандыр	Verb
алданыс	Noun
алданыш	Noun
алданышты	Adjective
алданғыш	Adjective
алдарқат	Verb
алдас	Verb
алдау	Noun
алдаушы	Noun
алдаушылық	Noun
алдауыш	Adjective
алдағы	Adjective
алдағыш	Noun
алдияр	Adjective
алдияр	Noun
алдиярла	Verb
алды	Noun
алдымен	Adverb
алдын	Adverb
алдынан	Adverb
алдында	Adverb
алдынғы	Adverb
алдыр	Verb
алдыңдағы	Adjective
алдыңкүні	Adverb
алебастр	Noun
александрит	Noun
алжапқыш	Noun
алжас	Verb
алжасқан	Adjective
алжирлік	Adjective
алжу	Noun
алжы	Verb
алжұмыр	Noun
ализарин	Noun
алимент	Noun
алиментарлы	Adjective
алкалоид	Noun
алкоголизм	Noun
алкоголь	Noun
алкогольдендіру	Noun
алкогольді	Adjective
аллегория	Noun
аллель	Noun
аллергия	Noun
аллергиялық	Adjective
аллерголог	Noun
аллея	Noun
аллигатор	Noun
аллилуйя	Noun
аллитерация	Noun
алломорфты	Adjective
аллопатия	Noun
аллопатрикалық	Adjective
аллотропия	Noun
аллофон	Noun
аллювиальді	Adjective
аллювий	Noun
аллювийлі	Adjective
алма	Noun
алмаз	Noun
алмалы	Adjective
алмас	Noun
алмас	Verb
алмастыр	Verb
алмастыру	Noun
алмастырушы	Noun
алмастырылатын	Adjective
алмастырғыш	Noun
алмасу	Noun
алмасушылық	Noun
алмасқан	Adjective
алмұрт	Noun
алогизм	Noun
аломорфты	Adjective
алопеция	Noun
алпамсадай	Adjective
алпарыс	Verb
алпауыт	Noun
алтайлық	Adjective
алтарь	Noun
алтаумыз	Adverb
алтыатар	Noun
алтыбағаналық	Adjective
алтыбақан	Noun
алтыбұрыш	Noun
алтыжақты	Adjective
алтылық	Noun
алтын	Adjective
алтын	Noun
алтында	Verb
алтындай	Adverb
алтындат	Verb
алу	Noun
алуа	Noun
алуан	Adjective
алуандық	Noun
алуантүрлілік	Noun
алушы	Noun
алфавит	Noun
алфавитті	Adjective
алхимик	Noun
алхимия	Noun
алхоры	Noun
алша	Noun
алшайт	Verb
алшақта	Verb
алшақтат	Verb
алшақтық	Noun
алшаң	Adjective
алшаөрік	Noun
алшы	Noun
алшын	Noun
алым	Noun
алымда	Verb
алымдылық	Noun
алымсыз	Adjective
алымы	Noun
алымқор	Noun
алымқорлық	Noun
алын	Verb
алып	Adjective
алып	Noun
алыпсатар	Noun
алыптық	Noun
алыпқашты	Noun
алыс	Adjective
алыс	Adverb
алыс	Noun
алыс	Verb
алыспақ	Noun
алыста	Adverb
алыста	Verb
алыстан	Adverb
алыстат	Verb
алыстатыл	Verb
алыстыр	Verb
алыстық	Noun
алысу	Noun
алысқа	Adverb
альбатрос	Noun
альбедо	Noun
альбинос	Noun
альбитом	Noun
альбом	Noun
альбумин	Noun
альвеолярлы	Adjective
альдегид	Noun
альков	Noun
альманах	Noun
альмандин	Noun
альпинизм	Noun
альпинист	Noun
альпілік	Adjective
альт	Noun
альтерация	Noun
альтернативті	Adverb
альтернатор	Noun
альтернация	Noun
альтиметр	Noun
альтиметрия	Noun
альтруизм	Noun
альтруист	Noun
альтруистік	Adjective
альфа	Noun
альцгеймер	Noun
альянс	Noun
алюминий	Noun
алюминотермикалық	Adjective
алюминотермия	Noun
алға	Adverb
алғашында	Adverb
алғашқы	Adverb
алғашқы	Noun
алғашқыда	Adverb
алғы	Adjective
алғы	Noun
алғыз	Verb
алғыр	Adjective
алғырлық	Noun
алғыс	Adjective
алғыс	Noun
алғысты	Adverb
алғысөз	Noun
алғышарт	Noun
алқа	Noun
алқап	Noun
алқоры	Noun
алқызыл	Adjective
алқызылдан	Verb
алқылда	Verb
алқым	Noun
алқымда	Verb
алқын	Verb
алқындыр	Verb
алқыну	Noun
алқынған	Adjective
амазонит	Noun
амазонка	Noun
амал	Noun
амалда	Verb
амалсыз	Adverb
амалсыздан	Adverb
амалсыздық	Noun
амалшы	Noun
амалшыл	Adjective
амалшылық	Noun
амальгама	Noun
аман	Adjective
аманат	Noun
амандас	Verb
амандық	Noun
амбар	Noun
амбилинеалды	Adjective
амбиция	Noun
амблиопия	Noun
амбразура	Noun
амброзия	Noun
амбулатория	Noun
аменорея	Noun
америкалық	Adjective
америкалық	Noun
американдық	Adjective
американизм	Noun
америций	Noun
аметист	Noun
аметропия	Noun
амиант	Noun
амилаза	Noun
амилоид	Noun
амин	Noun
аминдік	Adjective
аминқышқыл	Noun
амитотикалық	Adjective
аммиак	Noun
аммоний	Noun
амнезия	Noun
амортизатор	Noun
амортизация	Noun
амортизацияланатын	Adjective
аморфтық	Noun
ампелография	Noun
ампер	Noun
амперметр	Noun
амперометрия	Noun
ампир	Noun
ампициллин	Noun
амплитуда	Noun
ампула	Noun
ампутация	Noun
амулет	Noun
амфетамин	Noun
амфибия	Noun
амфитеатр	Noun
амфора	Noun
ана	Noun
анабиоз	Noun
анада	Adverb
анайы	Adjective
анайы	Adverb
анайы	Noun
анайылық	Noun
анаклитикалық	Adjective
аналдық	Adjective
анализ	Noun
анализатор	Noun
анализде	Verb
аналитикалы	Adverb
аналитикалық	Adjective
аналог	Noun
аналогия	Noun
аналогиялық	Adjective
аналой	Noun
аналық	Adjective
аналық	Noun
анальгезия	Noun
анальгетик	Noun
анаморфоз	Noun
ананас	Noun
анапест	Noun
анар	Adjective
анар	Noun
анархизм	Noun
анархист	Noun
анархия	Noun
анархиялық	Adjective
анастомоз	Noun
анатоксин	Noun
анатомда	Verb
анатомия	Noun
анатомиялық	Adjective
анафориялық	Adjective
анахронизм	Noun
анаэроб	Noun
анаэробты	Adjective
анағұрлым	Adjective
анағұрлым	Adverb
ангажемент	Noun
ангар	Noun
ангидрид	Noun
ангиома	Noun
англикандық	Adjective
англицизм	Noun
ангольді	Adjective
ангора	Noun
ангстрмн	Noun
анда	Adverb
анда	Verb
андат	Verb
андезин	Noun
андезит	Noun
андроид	Noun
андрология	Noun
андронов	Adjective
андыз	Noun
аневризм	Noun
анекдот	Noun
анемограф	Noun
анемометр	Noun
анемон	Noun
анемофильді	Adjective
анероид	Noun
анестезиолог	Noun
анестезия	Noun
анизотропия	Noun
анизотропты	Adjective
анилин	Noun
анимализм	Noun
анимация	Noun
аниме	Noun
анимизм	Noun
анион	Noun
анис	Noun
анкер	Noun
анклав	Noun
аннексия	Noun
аннексияла	Verb
аннексияшы	Noun
аннигиляция	Noun
аннотация	Noun
аннуляция	Noun
анод	Noun
аномалды	Adjective
аномалия	Noun
аномальді	Adverb
аноним	Adjective
аноним	Noun
анонимді	Adverb
анонс	Noun
анорексия	Noun
анохроникалық	Adjective
ансамбль	Noun
ант	Noun
антагонизм	Noun
антагонист	Noun
антагонистік	Adjective
антала	Verb
антарктикалық	Adjective
антбұзар	Noun
антенна	Noun
антецедент	Noun
антибиотик	Noun
антибиотикті	Adjective
антибұқарашыл	Adjective
антибөлшек	Noun
антивирустік	Adjective
антидемократизм	Noun
антидене	Noun
антидепрессантты	Adjective
антидот	Noun
антизат	Noun
антиинтеллектуализм	Noun
антикварлы	Adjective
антикеңесші	Noun
антиклерикалдық	Adjective
антиклерикалық	Adjective
антикоагулянт	Noun
антикоммунизм	Noun
антимилитаризм	Noun
антинорманн	Adjective
антинәсілшіл	Adjective
антиоксидант	Noun
антипараллельді	Adjective
антирациализм	Noun
антирефлексивті	Adjective
антисемитизм	Noun
антисимметриялы	Adjective
антистатикалы	Adjective
антитеза	Noun
антитезис	Noun
антитоксин	Noun
антиутопия	Noun
антиферромагнитті	Adjective
антифон	Noun
антифриз	Noun
антициклон	Noun
антициклондық	Adjective
антиядролық	Adjective
антология	Noun
антологиялық	Adjective
антоним	Noun
антономазия	Noun
антракт	Noun
антрацит	Noun
антрекот	Noun
антропогендік	Adjective
антропогенез	Noun
антропоидты	Adjective
антрополог	Noun
антропология	Noun
антропологиялық	Adjective
антропометр	Noun
антропометрия	Noun
антропоморфизм	Noun
антропоним	Noun
антропоцентризм	Noun
анттас	Verb
антқорлық	Noun
антұрған	Adjective
анхар	Noun
анчар	Noun
анчоус	Noun
анық	Adjective
анық	Adverb
анықсыз	Adjective
анықсыз	Adverb
анықта	Verb
анықтал	Verb
анықталатын	Adjective
анықталмаған	Adjective
анықталған	Adjective
анықтама	Noun
анықтамалық	Adjective
анықтамалық	Noun
анықтат	Verb
анықтау	Noun
анықтауыш	Noun
анықтаған	Adjective
анықтағыш	Noun
анықтық	Noun
аорист	Noun
апа	Noun
апай	Noun
апайтөс	Adjective
апалақта	Verb
апалақтас	Verb
апан	Noun
апар	Verb
апартеид	Noun
апат	Noun
апатай	Noun
апатит	Noun
апатиялық	Adjective
апатты	Adjective
апаттылық	Noun
апелляция	Noun
апелляциялық	Adjective
апельсин	Noun
аперитив	Noun
апитерапия	Noun
апиын	Noun
аплазия	Noun
апокалипсис	Noun
апокалипстік	Adjective
апокалиптикалық	Adjective
апокопа	Noun
апокриф	Noun
аполитизм	Noun
апология	Noun
апологиялық	Adjective
апоплексия	Noun
апостол	Noun
апостолдық	Noun
апостроф	Noun
апофеоз	Noun
апофония	Noun
аппарат	Noun
аппаратура	Noun
аппаратшы	Noun
аппендикс	Noun
аппендицит	Noun
аппликация	Noun
аппозиция	Noun
аппроксимация	Noun
апраксия	Noun
априорлылық	Noun
апробация	Noun
апсида	Noun
апта	Noun
апталап	Adverb
апталық	Adjective
